,B7.SP,delta_B6,delta_B3,Stream_4,Stream_LREB
98,418437,0.0,0.0,0.9565879999999999,0.242706
99,418437,0.0,0.0,0.9565879999999999,0.242706
100,446626,0.0,0.0,0.9565879999999999,0.242706
101,446626,0.0,0.0,0.9565879999999999,0.242833
